name tag param myhtml param 	name tag param myhtml param 
tag param optional name length 	tag param optional name length 
exists otherwise tag name param 	exists otherwise tag name param 
myhtml param tag name param 	myhtml param tag name param 
tag name length tag node 	tag name length tag node 
self closing flag param myhtml 	self closing flag param myhtml 
node first attribute node param 	node first attribute node param 
myhtml node myhtml attr exists 	myhtml node myhtml attr exists 
otherwise last attribute node param 	otherwise last attribute node param 
myhtml node myhtml attr exists 	myhtml node myhtml attr exists 
otherwise text node html tag 	otherwise text node html tag 
text html tag comment tags 	text html tag comment tags 
param myhtml node param optional 	param myhtml node param optional 
text length exists otherwise myhtml 	text length exists otherwise myhtml 
node param myhtml node myhtml 	node param myhtml node myhtml 
exists otherwise html attribute next 	exists otherwise html attribute next 
sibling attribute one node param 	sibling attribute one node param 
myhtml attr myhtml attr exists 	myhtml attr myhtml attr exists 
otherwise previous sibling attribute one 	otherwise previous sibling attribute one 
node param myhtml attr myhtml 	node param myhtml attr myhtml 
attr exists otherwise attribute param 	attr exists otherwise attribute param 
myhtml attr myhtml attribute name 	myhtml attr myhtml attribute name 
key param myhtml attr param 	key param myhtml attr param 
optional name length exists otherwise 	optional name length exists otherwise 
attribute param myhtml attr param 	attribute param myhtml attr param 
optional length exists otherwise attribute 	optional length exists otherwise attribute 
key param myhtml node param 	key param myhtml node param 
attr key name param attr 	attr key name param attr 
key name length myhtml attr 	key name length myhtml attr 
exists otherwise added attribute node 	exists otherwise added attribute node 
param myhtml param myhtml node 	param myhtml param myhtml node 
param attr key name param attr 	param attr key name param attr 
key name length param attr 	key name length param attr 
name param attr name length 	name param attr name length 
param character encoding html encoding 	param character encoding html encoding 
utf html encoding created myhtml 	utf html encoding created myhtml 
attr successful otherwise attribute reference 	attr successful otherwise attribute reference 
release resources param myhtml node 	release resources param myhtml node 
param myhtml attr myhtml attr 	param myhtml attr myhtml attr 
successful otherwise attribute key reference 	successful otherwise attribute key reference 
release resources param myhtml node 	release resources param myhtml node 
param attr key name param 	param attr key name param 
attr key name length myhtml 	attr key name length myhtml 
attr successful otherwise attribute release 	attr successful otherwise attribute release 
allocated resources param myhtml param 	allocated resources param myhtml param 
myhtml node param myhtml attr 	myhtml node param myhtml attr 
release allocated resources param myhtml 	release allocated resources param myhtml 
param myhtml attr myhtml attr 	param myhtml attr myhtml attr 
successful otherwise html tag index 	successful otherwise html tag index 
create tag index structure param 	create tag index structure param 
myhtml tag myhtml tag index 	myhtml tag myhtml tag index 
successful otherwise allocating initialization resources 	successful otherwise allocating initialization resources 
tag index structure param myhtml 	tag index structure param myhtml 
tag param myhtml tag index 	tag param myhtml tag index 
html status successful otherwise error 	html status successful otherwise error 
status clears tag index param 	status clears tag index param 
myhtml tag param myhtml tag 	myhtml tag param myhtml tag 
index free allocated resources param 	index free allocated resources param 
myhtml tag param myhtml tag 	myhtml tag param myhtml tag 
index successful otherwise myhtml tag 	index successful otherwise myhtml tag 
index structure adds myhtml node 	index structure adds myhtml node 
tag index param myhtml tag 	tag index param myhtml tag 
param myhtml tag index param 	param myhtml tag index param 
myhtml node html status successful 	myhtml node html status successful 
otherwise error status root tag 	otherwise error status root tag 
index initial entry tag contains 	index initial entry tag contains 
statistics items tag param myhtml 	statistics items tag param myhtml 
tag index param myhtml tag myhtml 	tag index param myhtml tag myhtml 
tag index entry successful otherwise 	tag index entry successful otherwise 
first index node tag param 	first index node tag param 
myhtml tag index param myhtml 	myhtml tag index param myhtml 
tag myhtml tag index node 	tag myhtml tag index node 
exists otherwise last index node 	exists otherwise last index node 
tag param myhtml tag index 	tag param myhtml tag index 
param myhtml tag myhtml tag 	param myhtml tag myhtml tag 
index node exists otherwise next 	index node exists otherwise next 
index node tag index node 	index node tag index node 
param myhtml tag index node 	param myhtml tag index node 
myhtml tag index node exists 	myhtml tag index node exists 
otherwise previous index node tag 	otherwise previous index node tag 
index node param myhtml tag 	index node param myhtml tag 
index node myhtml tag index 	index node myhtml tag index 
node exists otherwise myhtml node 	node exists otherwise myhtml node 
myhtml tag index node param 	myhtml tag index node param 
myhtml tag index node myhtml 	myhtml tag index node myhtml 
node exists otherwise count elements 	node exists otherwise count elements 
index tag param myhtml tag 	index tag param myhtml tag 
index param tag count elements 	index param tag count elements 
html collection create collection param 	html collection create collection param 
list size param optional status 	list size param optional status 
operation myhtml collection successful otherwise 	operation myhtml collection successful otherwise 
clears collection param myhtml collection 	clears collection param myhtml collection 
destroy allocated resources param myhtml 	destroy allocated resources param myhtml 
collection successful otherwise myhtml collection 	collection successful otherwise myhtml collection 
structure check size length increase 	structure check size length increase 
necessary param myhtml collection param 	necessary param myhtml collection param 
count nodes successful otherwise myhtml 	count nodes successful otherwise myhtml 
collection structure html encoding character 	collection structure html encoding character 
encoding input stream param myhtml 	encoding input stream param myhtml 
param input character encoding successful 	param input character encoding successful 
otherwise myhtml collection structure character 	otherwise myhtml collection structure character 
encoding current stream param myhtml 	encoding current stream param myhtml 
myhtml encoding convert unicode codepoint 	myhtml encoding convert unicode codepoint 
utf param codepoint param data characters 	utf param codepoint param data characters 
minimum data length bytes maximum 	minimum data length bytes maximum 
data length must always available 	data length must always available 
bytes size character convert unicode 	bytes size character convert unicode 
codepoint utf advise use utf 	codepoint utf advise use utf 
use utf happy param codepoint 	use utf happy param codepoint 
param data characters data length 	param data characters data length 
bytes data length must always 	bytes data length must always 
available bytes size character detect 	available bytes size character detect 
character encoding available detect utf 	character encoding available detect utf 
utf utf russians windows koi 	utf utf russians windows koi 
iso mac cyrillic ibm progress 	iso mac cyrillic ibm progress 
param text param text length 	param text param text length 
param detected encoding encoding found 	param detected encoding encoding found 
otherwise detect russian character encoding 	otherwise detect russian character encoding 
available detect windows koi iso 	available detect windows koi iso 
mac cyrillic ibm param text 	mac cyrillic ibm param text 
param text length param detected 	param text length param detected 
encoding encoding found otherwise detect 	encoding encoding found otherwise detect 
unicode character encoding available detect 	unicode character encoding available detect 
utf utf utf param text 	utf utf utf param text 
param text length param detected 	param text length param detected 
encoding encoding found otherwise detect 	encoding encoding found otherwise detect 
unicode character encoding bom available 	unicode character encoding bom available 
detect utf utf utf param 	detect utf utf utf param 
text param text length param 	text param text length param 
detected encoding encoding found otherwise 	detected encoding encoding found otherwise 
html init myhtml structure param 	html init myhtml structure param 
mchar obtained myhtml see myhtml 	mchar obtained myhtml see myhtml 
mchar function create manualy creates 	mchar function create manualy creates 
recommend use myhtml mchar param 	recommend use myhtml mchar param 
node threads main unique created 	node threads main unique created 
mchar manually know take see 	mchar manually know take see 
myhtml mchar node param myhtml 	myhtml mchar node param myhtml 
obtained myhtml node see myhtml 	obtained myhtml node see myhtml 
node function create manualy param 	node function create manualy param 
data size size want size successful 	data size size want size successful 
otherwise increase current size myhtml 	otherwise increase current size myhtml 
param mchar see description myhtml 	param mchar see description myhtml 
init function param node see 	init function param node see 
description myhtml init function param 	description myhtml init function param 
myhtml see description myhtml init 	myhtml see description myhtml init 
function param data size size 	function param data size size 
want myhtml size successful otherwise 	want myhtml size successful otherwise 
clean myhtml reality data length 	clean myhtml reality data length 
equivalently myhtml length str param 	equivalently myhtml length str param 
myhtml see description myhtml init 	myhtml see description myhtml init 
function clean myhtml equivalently memset 	function clean myhtml equivalently memset 
str myhtml param myhtml see 	str myhtml param myhtml see 
description myhtml init function release 	description myhtml init function release 
resources myhtml param myhtml see 	resources myhtml param myhtml see 
description myhtml init function param 	description myhtml init function param 
call free function current destroy 	call free function current destroy 
obj otherwise current myhtml data 	obj otherwise current myhtml data 
myhtml param myhtml see description 	myhtml param myhtml see description 
myhtml init function exists otherwise 	myhtml init function exists otherwise 
data length myhtml param myhtml 	data length myhtml param myhtml 
see description myhtml init function 	see description myhtml init function 
data length data size myhtml 	data length data size myhtml 
param myhtml see description myhtml 	param myhtml see description myhtml 
init function data size data 	init function data size data 
myhtml attention attention attention assign 	myhtml attention attention attention assign 
allocated functions myhtml data alloc 	allocated functions myhtml data alloc 
myhtml data realloc obtained manually 	myhtml data realloc obtained manually 
created mchar attention chat allocated 	created mchar attention chat allocated 
malloc realloc param myhtml see 	malloc realloc param myhtml see 
description myhtml init function param 	description myhtml init function param 
data want assign assigned data 	data want assign assigned data 
successful otherwise data size myhtml 	successful otherwise data size myhtml 
param myhtml see description myhtml 	param myhtml see description myhtml 
init function param size want 	init function param size want 
assign assigned size data length 	assign assigned size data length 
myhtml param myhtml see description myhtml 	myhtml param myhtml see description myhtml 
init function param length want 	init function param length want 
assign assigned length allocate data 	assign assigned length allocate data 
mchar param mchar see description 	mchar param mchar see description 
myhtml init function param node 	myhtml init function param node 
see description myhtml init function 	see description myhtml init function 
param size want assign data 	param size want assign data 
successful otherwise allocate data mchar 	successful otherwise allocate data mchar 
param mchar see description myhtml 	param mchar see description myhtml 
init function param node see 	init function param node see 
description myhtml init function param 	description myhtml init function param 
old data param much data 	old data param much data 
copied old data data param 	copied old data data param 
size data successful otherwise release 	size data successful otherwise release 
allocated data param mchar see 	allocated data param mchar see 
description myhtml init function param 	description myhtml init function param 
node see description myhtml init 	node see description myhtml init 
function param data release data 	function param data release data 
successful otherwise html utils compare 	successful otherwise html utils compare 
two ignoring param myhtml collection 	two ignoring param myhtml collection 
param count nodes match otherwise 	param count nodes match otherwise 
index position compare two ignoring 	index position compare two ignoring 
first characters param myhtml collection 	first characters param myhtml collection 
param count nodes match otherwise 	param count nodes match otherwise 
index position myhtml api copyright 	index position myhtml api copyright 
alexander borisov licensed apache license 	alexander borisov licensed apache license 
version license may use file 	version license may use file 
compliance license may obtain copy 	compliance license may obtain copy 
license http www apache licenses 	license http www apache licenses 
license unless required applicable law 	license unless required applicable law 
agreed writing software distributed license 	agreed writing software distributed license 
distributed basis without warranties conditions 	distributed basis without warranties conditions 
kind either express implied see 	kind either express implied see 
license specific language governing permissions 	license specific language governing permissions 
limitations license author lex borisov 	limitations license author lex borisov 
gmail alexander borisov file myhtml 	gmail alexander borisov file myhtml 
api fast html parser threads possibility 	api fast html parser threads possibility 
single mode posix threads dependencies 	single mode posix threads dependencies 
https html spec whatwg specification 	https html spec whatwg specification 
encodings type html encoding future 	encodings type html encoding future 
html encoding custom future encoding 	html encoding custom future encoding 
basic tag ids myhtml statuses 	basic tag ids myhtml statuses 
myhtml myhtml options myhtml html 	myhtml myhtml options myhtml html 
basic structure create many times 	basic structure create many times 
myhtml html secondary structure create 	myhtml html secondary structure create 
many times html tag mchar 	many times html tag mchar 
structures html structures myhtml collection 	structures html structures myhtml collection 
html create html structure myhtml 	html create html structure myhtml 
successful otherwise allocating initialization resources 	successful otherwise allocating initialization resources 
html structure param myhtml param 	html structure param myhtml param 
work options many threads html 	work options many threads html 
options parse mode separately param 	options parse mode separately param 
count depends choice work options 	count depends choice work options 
param queue size tokens dynamically 	param queue size tokens dynamically 
increasing specified number html status 	increasing specified number html status 
successful otherwise error status clears 	successful otherwise error status clears 
queue threads resources param myhtml 	queue threads resources param myhtml 
destroy html structure param myhtml 	destroy html structure param myhtml 
successful otherwise html structure parsing 	successful otherwise html structure parsing 
html param previously created structure 	html param previously created structure 
myhtml param input character encoding 	myhtml param input character encoding 
html encoding utf html encoding 	html encoding utf html encoding 
param html param html size 	param html param html size 
input character encoding decode utf 	input character encoding decode utf 
html status successful otherwise error 	html status successful otherwise error 
status parsing fragment html param 	status parsing fragment html param 
previously created structure myhtml param 	previously created structure myhtml param 
input character encoding html encoding 	input character encoding html encoding 
utf html encoding param html 	utf html encoding param html 
param html size param fragment 	param html size param fragment 
root tag html tag div 	root tag html tag div 
param fragment html html input 	param fragment html html input 
character encoding decode utf html status 	character encoding decode utf html status 
successful otherwise error status parsing 	successful otherwise error status parsing 
html single mode matter said 	html single mode matter said 
initialization html param previously created 	initialization html param previously created 
structure myhtml param input character 	structure myhtml param input character 
encoding html encoding utf html 	encoding html encoding utf html 
encoding param html param html 	encoding param html param html 
size input character encoding decode 	size input character encoding decode 
utf html status successful otherwise 	utf html status successful otherwise 
error status parsing fragment html 	error status parsing fragment html 
single mode matter said initialization 	single mode matter said initialization 
html param previously created structure 	html param previously created structure 
myhtml param input character encoding 	myhtml param input character encoding 
html encoding utf html encoding 	html encoding utf html encoding 
param html param html size 	param html param html size 
param fragment root tag html 	param fragment root tag html 
tag div param fragment html 	tag div param fragment html 
html input character encoding decode 	html input character encoding decode 
utf html status successful otherwise 	utf html status successful otherwise 
error status parsing html chunk 	error status parsing html chunk 
end parsing call myhtml parse 	end parsing call myhtml parse 
chunk end function param myhtml 	chunk end function param myhtml 
param html param html size 	param html param html size 
html status successful otherwise error 	html status successful otherwise error 
status parsing chunk fragment html 	status parsing chunk fragment html 
end parsing call myhtml parse 	end parsing call myhtml parse 
chunk end function param myhtml 	chunk end function param myhtml 
param html param html size 	param html param html size 
param fragment root tag html 	param fragment root tag html 
tag div param fragment html 	tag div param fragment html 
html html status successful otherwise 	html html status successful otherwise 
error status parsing html chunk 	error status parsing html chunk 
single mode matter said initialization 	single mode matter said initialization 
html param myhtml param html 	html param myhtml param html 
param html size html status 	param html size html status 
successful otherwise error status parsing 	successful otherwise error status parsing 
chunk fragment html single mode matter 	chunk fragment html single mode matter 
said initialization html param myhtml 	said initialization html param myhtml 
param html param html size 	param html param html size 
param fragment root tag html 	param fragment root tag html 
tag div param fragment html 	tag div param fragment html 
html html status successful otherwise 	html html status successful otherwise 
error status end parsing html 	error status end parsing html 
chunks param myhtml html status 	chunks param myhtml html status 
successful otherwise error status html 	successful otherwise error status html 
create html structure myhtml successful 	create html structure myhtml successful 
otherwise allocating initialization resources html 	otherwise allocating initialization resources html 
structure param myhtml param workmyhtml 	structure param myhtml param workmyhtml 
html status successful otherwise error 	html status successful otherwise error 
status clears resources parsing param 	status clears resources parsing param 
myhtml child node node children 	myhtml child node node children 
already exists added last param 	already exists added last param 
myhtml param myhtml node node 	myhtml param myhtml node node 
child node param myhtml node 	child node param myhtml node 
node adds node immediately existing 	node adds node immediately existing 
node param myhtml param myhtml 	node param myhtml param myhtml 
node node param myhtml node 	node node param myhtml node 
node node immediately existing node 	node node immediately existing node 
param myhtml param myhtml node 	param myhtml param myhtml node 
node param myhtml node node 	node param myhtml node node 
destroy html structure param myhtml 	destroy html structure param myhtml 
successful otherwise html structure myhtml 	successful otherwise html structure myhtml 
myhtml param myhtml myhtml exists 	myhtml param myhtml myhtml exists 
otherwise myhtml tag myhtml param 	otherwise myhtml tag myhtml param 
myhtml myhtml tag exists otherwise 	myhtml myhtml tag exists otherwise 
myhtml tag index myhtml param 	myhtml tag index myhtml param 
myhtml myhtml tag index exists 	myhtml myhtml tag index exists 
otherwise document root param myhtml 	otherwise document root param myhtml 
myhtml node successful otherwise node 	myhtml node successful otherwise node 
html document html root html 	html document html root html 
document param myhtml myhtml node 	document param myhtml myhtml node 
successful otherwise node body document 	successful otherwise node body document 
html body param myhtml myhtml node 	html body param myhtml myhtml node 
successful otherwise mchar param myhtml 	successful otherwise mchar param myhtml 
mchar exists otherwise node main 	mchar exists otherwise node main 
mchar param myhtml size node 	mchar param myhtml size node 
print node print including current 	print node print including current 
node param myhtml param myhtml 	node param myhtml param myhtml 
node param file handle example 	node param file handle example 
use stdout param tab increment 	use stdout param tab increment 
pretty print print node print 	pretty print print node print 
excluding current node param myhtml 	excluding current node param myhtml 
param myhtml node param file 	param myhtml node param file 
handle example use stdout param 	handle example use stdout param 
tab increment pretty print print 	tab increment pretty print print 
node param myhtml param myhtml 	node param myhtml param myhtml 
node param file handle example 	node param file handle example 
use stdout html node first 	use stdout html node first 
begin node param myhtml myhtml 	begin node param myhtml myhtml 
node successful otherwise nodes tag 	node successful otherwise nodes tag 
param myhtml param myhtml collection 	param myhtml param myhtml collection 
creates collection param tag param 	creates collection param tag param 
status operation myhtml collection successful 	status operation myhtml collection successful 
otherwise nodes tag name param 	otherwise nodes tag name param 
myhtml param myhtml collection creates 	myhtml param myhtml collection creates 
collection param tag name param 	collection param tag name param 
tag name length param status 	tag name length param status 
operation myhtml collection successful otherwise 	operation myhtml collection successful otherwise 
next sibling node param myhtml 	next sibling node param myhtml 
node myhtml node exists otherwise 	node myhtml node exists otherwise 
previous sibling node param myhtml 	previous sibling node param myhtml 
node myhtml node exists otherwise 	node myhtml node exists otherwise 
parent node param myhtml node 	parent node param myhtml node 
myhtml node exists otherwise child 	myhtml node exists otherwise child 
first child node param myhtml 	first child node param myhtml 
node myhtml node exists otherwise 	node myhtml node exists otherwise 
last child node param myhtml 	last child node param myhtml 
node myhtml node exists otherwise 	node myhtml node exists otherwise 
create node param myhtml param tag 	create node param myhtml param tag 
see myhtml tags param myhtml 	see myhtml tags param myhtml 
myhtml node successful otherwise release 	myhtml node successful otherwise release 
allocated resources param myhtml param 	allocated resources param myhtml param 
myhtml node node param myhtml 	myhtml node node param myhtml 
param myhtml node myhtml node 	param myhtml node myhtml node 
successful otherwise node release allocated 	successful otherwise node release allocated 
resources param myhtml param myhtml 	resources param myhtml param myhtml 
node nodes recursively release allocated 	node nodes recursively release allocated 
resources param myhtml param myhtml 	resources param myhtml param myhtml 
node appropriate place inserting node 	node appropriate place inserting node 
insertion validation insert node table 	insertion validation insert node table 
node node inserted table node 	node node inserted table node 
