unaltered success 	unaltered success 
list pointer 	list pointer 
pass function 	pass function 
returned specified 	returned specified 
node 	node 
specified list 	specified list 
caller free 	caller free 
node function 	node function 
fail returns 	fail returns 
list iterator 	list iterator 
iter 	iter 
initialization every 	initialization every 
call list 	call list 
next next 	next next 
element list 	element list 
function fail 	function fail 
release 	release 
iterator memory 	iterator memory 
create iterator 	create iterator 
list iterator 	list iterator 
structure next 	structure next 
element iterator 	element iterator 
valid 	valid 
currently returned 	currently returned 
element list 	element list 
del node 	del node 
elements function 	elements function 
returns pointer 	returns pointer 
next 	next 
element list 	element list 
elements classical 	elements classical 
usage patter 	usage patter 
iter list 	iter list 
iterator list 	iterator list 
direction 	direction 
node list 	node list 
next iter 	next iter 
something list 	something list 
node node 	node node 
duplicate whole 	duplicate whole 
list 	list 
memory returned 	memory returned 
success copy 	success copy 
original list 	original list 
returned dup 	returned dup 
method list 	method list 
dup 	dup 
method function 	method function 
used copy 	used copy 
node otherwise 	node otherwise 
pointer original 	pointer original 
node used 	node used 
copied 	copied 
node original 	node original 
list success 	list success 
error never 	error never 
modified search 	modified search 
list node 	list node 
matching 	matching 
given key 	given key 
match performed 	match performed 
match method 	match method 
list match 	list match 
method match 	method match 
method 	method 
pointer every 	pointer every 
node directly 	node directly 
compared key 	compared key 
pointer success 	pointer success 
first matching 	first matching 
node 	node 
pointer returned 	pointer returned 
search starts 	search starts 
head matching 	head matching 
node exists 	node exists 
returned element 	returned element 
specified 	specified 
zero index 	zero index 
head element 	head element 
next head 	next head 
negative integers 	negative integers 
used order 	used order 
count 	count 
tail last 	tail last 
element penultimate 	element penultimate 
index range 	index range 
returned rotate 	returned rotate 
list removing 	list removing 
tail 	tail 
node inserting 	node inserting 
head detach 	head detach 
current tail 	current tail 
move head 	move head 
adlist.h list 	adlist.h list 
list 	list 
list list 	list list 
old node 	old node 
list node 	list node 
list direction 	list direction 
iter iter 	iter iter 
orig 	orig 
list key 	list key 
list index 	list index 
list list 	list list 
list adlist 	list adlist 
doubly linked 	doubly linked 
list 	list 
implementation copyright 	implementation copyright 
salvatore sanfilippo 	salvatore sanfilippo 
antirez gmail 	antirez gmail 
dot rights 	dot rights 
reserved redistribution 	reserved redistribution 
use 	use 
source binary 	source binary 
forms without 	forms without 
modification permitted 	modification permitted 
provided following 	provided following 
conditions met 	conditions met 
redistributions 	redistributions 
source code 	source code 
must retain 	must retain 
copyright notice 	copyright notice 
list conditions 	list conditions 
following disclaimer 	following disclaimer 
redistributions 	redistributions 
binary form 	binary form 
must reproduce 	must reproduce 
copyright notice 	copyright notice 
list conditions 	list conditions 
following disclaimer 	following disclaimer 
documentation 	documentation 
materials provided 	materials provided 
distribution neither 	distribution neither 
name redis 	name redis 
names contributors 	names contributors 
may used 	may used 
endorse 	endorse 
promote products 	promote products 
derived software 	derived software 
without specific 	without specific 
prior written 	prior written 
permission software 	permission software 
provided 	provided 
copyright holders 	copyright holders 
contributors express 	contributors express 
implied warranties 	implied warranties 
including limited 	including limited 
implied warranties 	implied warranties 
merchantability 	merchantability 
fitness particular 	fitness particular 
purpose disclaimed 	purpose disclaimed 
shall copyright 	shall copyright 
owner contributors 	owner contributors 
liable direct 	liable direct 
indirect 	indirect 
incidental special 	incidental special 
exemplary consequential 	exemplary consequential 
damages including 	damages including 
limited procurement 	limited procurement 
substitute goods 	substitute goods 
services 	services 
loss use 	loss use 
data profits 	data profits 
business interruption 	business interruption 
however caused 	however caused 
theory liability 	theory liability 
whether 	whether 
contract strict 	contract strict 
liability tort 	liability tort 
including negligence 	including negligence 
otherwise arising 	otherwise arising 
way use 	way use 
software 	software 
even advised 	even advised 
possibility damage 	possibility damage 
node list 	node list 
iterator data 	iterator data 
structures used 	structures used 
currently 	currently 
functions implemented 	functions implemented 
macros prototypes 	macros prototypes 
directions iterators 	directions iterators 
adlist ae.c 	adlist ae.c 
setsize loop 	setsize loop 
loop 	loop 
loop setsize 	loop setsize 
loop loop 	loop loop 
loop mask 	loop mask 
proc client 	proc client 
data loop 	data loop 
mask 	mask 
loop seconds 	loop seconds 
milliseconds milliseconds 	milliseconds milliseconds 
sec cur 	sec cur 
sec cur 	sec cur 
sec loop 	sec loop 
milliseconds 	milliseconds 
proc client 	proc client 
data finalizer 	data finalizer 
proc loop 	proc loop 
prev loop 	prev loop 
nearest loop 	nearest loop 
processed 	processed 
max sec 	max sec 
retval loop 	retval loop 
flags numevents 	flags numevents 
shortest tvp 	shortest tvp 
sec mask 	sec mask 
rfired 	rfired 
mask milliseconds 	mask milliseconds 
pfd retval 	pfd retval 
loop loop 	loop loop 
beforesleep zmalloc 	beforesleep zmalloc 
zmalloc zmalloc 	zmalloc zmalloc 
time 	time 
api create 	api create 
zfree zfree 	zfree zfree 
zfree api 	zfree api 
resize zrealloc 	resize zrealloc 
zrealloc api 	zrealloc api 
free 	free 
zfree zfree 	zfree zfree 
zfree api 	zfree api 
api del 	api del 
gettimeofday time 	gettimeofday time 
zmalloc milliseconds 	zmalloc milliseconds 
finalizer 	finalizer 
proc zfree 	proc zfree 
time time 	time time 
time proc 	time proc 
milliseconds time 	milliseconds time 
search nearest 	search nearest 
timer 	timer 
time api 	time api 
poll rfile 	poll rfile 
proc wfile 	proc wfile 
proc process 	proc process 
time events 	time events 
memset 	memset 
poll beforesleep 	poll beforesleep 
process events 	process events 
api name 	api name 
simple driven 	simple driven 
programming library 	programming library 
originally 	originally 
wrote code 	wrote code 
jim loop 	jim loop 
jim tcl 	jim tcl 
interpreter later 	interpreter later 
translated form 	translated form 
library 	library 
easy reuse 	easy reuse 
copyright salvatore 	copyright salvatore 
sanfilippo antirez 	sanfilippo antirez 
gmail dot 	gmail dot 
rights reserved 	rights reserved 
redistribution 	redistribution 
use source 	use source 
binary forms 	binary forms 
without modification 	without modification 
permitted provided 	permitted provided 
following conditions 	following conditions 
met 	met 
redistributions source 	redistributions source 
code must 	code must 
retain copyright 	retain copyright 
notice list 	notice list 
conditions following 	conditions following 
disclaimer 	disclaimer 
redistributions binary 	redistributions binary 
form must 	form must 
reproduce copyright 	reproduce copyright 
notice list 	notice list 
conditions following 	conditions following 
disclaimer 	disclaimer 
documentation materials 	documentation materials 
provided distribution 	provided distribution 
neither name 	neither name 
redis names 	redis names 
contributors may 	contributors may 
used 	used 
endorse promote 	endorse promote 
products derived 	products derived 
software without 	software without 
specific prior 	specific prior 
written permission 	written permission 
software 	software 
provided copyright 	provided copyright 
holders contributors 	holders contributors 
express implied 	express implied 
warranties including 	warranties including 
limited 	limited 
implied warranties 	implied warranties 
merchantability fitness 	merchantability fitness 
particular purpose 	particular purpose 
disclaimed shall 	disclaimed shall 
copyright owner 	copyright owner 
contributors 	contributors 
liable direct 	liable direct 
indirect incidental 	indirect incidental 
special exemplary 	special exemplary 
consequential damages 	consequential damages 
including limited 	including limited 
procurement 	procurement 
substitute goods 	substitute goods 
services loss 	services loss 
use data 	use data 
profits business 	profits business 
interruption however 	interruption however 
caused 	caused 
theory liability 	theory liability 
whether contract 	whether contract 
strict liability 	strict liability 
tort including 	tort including 
negligence otherwise 	negligence otherwise 
arising 	arising 
way use 	way use 
software even 	software even 
advised possibility 	advised possibility 
damage include 	damage include 
best multiplexing 	best multiplexing 
layer 	layer 
supported system 	supported system 
following ordered 	following ordered 
performances events 	performances events 
mask none 	mask none 
initialize vector 	initialize vector 
current 	current 
size resize 	size resize 
maximum size 	maximum size 
loop requested 	loop requested 
size smaller 	size smaller 
current size 	current size 
already 	already 
file descriptor 	file descriptor 
use requested 	use requested 
size minus 	size minus 
one err 	one err 
returned operation 	returned operation 
performed 	performed 
otherwise returned 	otherwise returned 
operation successful 	operation successful 
make sure 	make sure 
created slots 	created slots 
initialized none 	initialized none 
mask 	mask 
update max 	update max 
specified found 	specified found 
search first 	search first 
timer fire 	timer fire 
operation useful 	operation useful 
know 	know 
many time 	many time 
put sleep 	put sleep 
without delay 	without delay 
timers returned 	timers returned 
note since 	note since 
time 	time 
events unsorted 	events unsorted 
possible optimizations 	possible optimizations 
needed redis 	needed redis 
far insert 	far insert 
order nearest 	order nearest 
head 	head 
much better 	much better 
still insertion 	still insertion 
deletion timers 	deletion timers 
use skiplist 	use skiplist 
operation insertion 	operation insertion 
log 	log 
process time 	process time 
events system 	events system 
clock moved 	clock moved 
future back 	future back 
right time 	right time 
events 	events 
may delayed 	may delayed 
random way 	random way 
often means 	often means 
scheduled operations 	scheduled operations 
performed soon 	performed soon 
enough 	enough 
detect system 	detect system 
clock skews 	clock skews 
force time 	force time 
events processed 	events processed 
asap happens 	asap happens 
idea 	idea 
processing events 	processing events 
earlier less 	earlier less 
dangerous delaying 	dangerous delaying 
indefinitely practice 	indefinitely practice 
suggests processed 	suggests processed 
time 	time 
list may 	list may 
longer restart 	longer restart 
head still 	head still 
make sure 	make sure 
process events 	process events 
registered 	registered 
handlers order 	handlers order 
loop forever 	loop forever 
saved max 	saved max 
want handle 	want handle 
future optimizations 	future optimizations 
note 	note 
great algorithmically 	great algorithmically 
redis uses 	redis uses 
single time 	single time 
problem right 	problem right 
way elements 	way elements 
head 	head 
flag deleted 	flag deleted 
elements special 	elements special 
way later 	way later 
deletion putting 	deletion putting 
references nodes 	references nodes 
another 	another 
linked list 	linked list 
process every 	process every 
pending time 	pending time 
every pending 	every pending 
file may 	file may 
registered 	registered 
time callbacks 	time callbacks 
processed without 	processed without 
special flags 	special flags 
function sleeps 	function sleeps 
file fires 	file fires 
next 	next 
time occurs 	time occurs 
flags function 	flags function 
nothing returns 	nothing returns 
flags events 	flags events 
kind events 	kind events 
processed 	processed 
flags file 	flags file 
events file 	events file 
events processed 	events processed 
flags time 	flags time 
events time 	events time 
events 	events 
processed flags 	processed flags 
dont wait 	dont wait 
function returns 	function returns 
asap events 	asap events 
possible process 	possible process 
without 	without 
wait processed 	wait processed 
function returns 	function returns 
number events 	number events 
processed nothing 	processed nothing 
asap note 	asap note 
want 	want 
call even 	call even 
file events 	file events 
process want 	process want 
process time 	process time 
events order 	events order 
sleep 	sleep 
next time 	next time 
ready fire 	ready fire 
calculate time 	calculate time 
missing nearest 	missing nearest 
timer fire 	timer fire 
check 	check 
events need 	events need 
asap dont 	asap dont 
wait need 	wait need 
timeout zero 	timeout zero 
otherwise block 	otherwise block 
wait 	wait 
forever note 	forever note 
mask mask 	mask mask 
code maybe 	code maybe 
already processed 	already processed 
removed element 	removed element 
fired 	fired 
still didn 	still didn 
processed check 	processed check 
still valid 	still valid 
check time 	check time 
events number 	events number 
processed 	processed 
file time 	file time 
events wait 	events wait 
milliseconds given 	milliseconds given 
file descriptor 	file descriptor 
becomes writable 	becomes writable 
readable 	readable 
ae.h privdata 	ae.h privdata 
mask privdata 	mask privdata 
mask privdata 	mask privdata 
loop privdata 	loop privdata 
loop privdata 	loop privdata 
loop 	loop 
privdata loop 	privdata loop 
privdata loop 	privdata loop 
redis handle 	redis handle 
read redis 	read redis 
handle write 	handle write 
create 	create 
file file 	file file 
create file 	create file 
file redis 	file redis 
del read 	del read 
redis del 	redis del 
write 	write 
free malloc 	free malloc 
copyright pieter 	copyright pieter 
noordhuis pcnoordhuis 	noordhuis pcnoordhuis 
gmail dot 	gmail dot 
rights reserved 	rights reserved 
redistribution 	redistribution 
use source 	use source 
binary forms 	binary forms 
without modification 	without modification 
permitted provided 	permitted provided 
following conditions 	following conditions 
met 	met 
redistributions source 	redistributions source 
code must 	code must 
retain copyright 	retain copyright 
notice list 	notice list 
conditions following 	conditions following 
disclaimer 	disclaimer 
redistributions binary 	redistributions binary 
form must 	form must 
reproduce copyright 	reproduce copyright 
notice list 	notice list 
conditions following 	conditions following 
disclaimer 	disclaimer 
documentation materials 	documentation materials 
provided distribution 	provided distribution 
neither name 	neither name 
redis names 	redis names 
contributors may 	contributors may 
used 	used 
endorse promote 	endorse promote 
products derived 	products derived 
software without 	software without 
specific prior 	specific prior 
written permission 	written permission 
software 	software 
provided copyright 	provided copyright 
holders contributors 	holders contributors 
express implied 	express implied 
warranties including 	warranties including 
limited implied 	limited implied 
warranties 	warranties 
merchantability fitness 	merchantability fitness 
particular purpose 	particular purpose 
disclaimed shall 	disclaimed shall 
copyright owner 	copyright owner 
contributors liable 	contributors liable 
direct 	direct 
indirect incidental 	indirect incidental 
special exemplary 	special exemplary 
consequential damages 	consequential damages 
including limited 	including limited 
procurement substitute 	procurement substitute 
goods 	goods 
services loss 	services loss 
use data 	use data 
profits business 	profits business 
interruption however 	interruption however 
caused theory 	caused theory 
liability 	liability 
whether contract 	whether contract 
strict liability 	strict liability 
tort including 	tort including 
negligence otherwise 	negligence otherwise 
arising way 	arising way 
use 	use 
software even 	software even 
advised possibility 	advised possibility 
damage nothing 	damage nothing 
attached something 	attached something 
already attached 	already attached 
create 	create 
container context 	container context 
events functions 	events functions 
start stop 	start stop 
listening events 	listening events 
simple driven 	simple driven 
programming 	programming 
library originally 	library originally 
wrote code 	wrote code 
jim loop 	jim loop 
jim tcl 	jim tcl 
interpreter later 	interpreter later 
translated 	translated 
form library 	form library 
easy reuse 	easy reuse 
copyright salvatore 	copyright salvatore 
sanfilippo antirez 	sanfilippo antirez 
gmail dot 	gmail dot 
rights 	rights 
reserved redistribution 	reserved redistribution 
use source 	use source 
binary forms 	binary forms 
without modification 	without modification 
permitted provided 	permitted provided 
following 	following 
conditions met 	conditions met 
redistributions source 	redistributions source 
code must 	code must 
retain copyright 	retain copyright 
notice list 	notice list 
conditions 	conditions 
following disclaimer 	following disclaimer 
redistributions binary 	redistributions binary 
form must 	form must 
reproduce copyright 	reproduce copyright 
notice list 	notice list 
conditions 	conditions 
following disclaimer 	following disclaimer 
documentation materials 	documentation materials 
provided distribution 	provided distribution 
neither name 	neither name 
redis names 	redis names 
contributors 	contributors 
may used 	may used 
endorse promote 	endorse promote 
products derived 	products derived 
software without 	software without 
specific prior 	specific prior 
written 	written 
permission software 	permission software 
provided copyright 	provided copyright 
holders contributors 	holders contributors 
express implied 	express implied 
warranties including 	warranties including 
limited 	limited 
implied warranties 	implied warranties 
merchantability fitness 	merchantability fitness 
particular purpose 	particular purpose 
disclaimed shall 	disclaimed shall 
copyright owner 	copyright owner 
contributors 	contributors 
liable direct 	liable direct 
indirect incidental 	indirect incidental 
special exemplary 	special exemplary 
consequential damages 	consequential damages 
including limited 	including limited 
procurement 	procurement 
substitute goods 	substitute goods 
services loss 	services loss 
use data 	use data 
profits business 	profits business 
interruption however 	interruption however 
caused 	caused 
theory liability 	theory liability 
whether contract 	whether contract 
strict liability 	strict liability 
tort including 	tort including 
negligence otherwise 	negligence otherwise 
arising 	arising 
way use 	way use 
software even 	software even 
advised possibility 	advised possibility 
damage macros 	damage macros 
types data 	types data 
structures 	structures 
file structure 	file structure 
one readable 	one readable 
writable time 	writable time 
structure time 	structure time 
seconds milliseconds 	seconds milliseconds 
fired 	fired 
state program 	state program 
highest file 	highest file 
descriptor currently 	descriptor currently 
registered max 	registered max 
number file 	number file 
descriptors 	descriptors 
tracked used 	tracked used 
detect system 	detect system 
clock skew 	clock skew 
registered events 	registered events 
fired events 	fired events 
used 	used 
polling api 	polling api 
specific data 	specific data 
prototypes setsize 	prototypes setsize 
loop loop 	loop loop 
loop mask 	loop mask 
proc 	proc 
client data 	client data 
loop mask 	loop mask 
loop loop 	loop loop 
milliseconds proc 	milliseconds proc 
client data 	client data 
finalizer 	finalizer 
proc loop 	proc loop 
loop flags 	loop flags 
mask milliseconds 	mask milliseconds 
loop loop 	loop loop 
beforesleep loop 	beforesleep loop 
loop 	loop 
setsize copyright 	setsize copyright 
pieter noordhuis 	pieter noordhuis 
pcnoordhuis gmail 	pcnoordhuis gmail 
dot rights 	dot rights 
reserved redistribution 	reserved redistribution 
use 	use 
source binary 	source binary 
forms without 	forms without 
modification permitted 	modification permitted 
provided following 	provided following 
conditions met 	conditions met 
redistributions 	redistributions 
source code 	source code 
must retain 	must retain 
copyright notice 	copyright notice 
list conditions 	list conditions 
following disclaimer 	following disclaimer 
redistributions 	redistributions 
binary form 	binary form 
must reproduce 	must reproduce 
copyright notice 	copyright notice 
list conditions 	list conditions 
following 	following 
disclaimer documentation 	disclaimer documentation 
materials provided 	materials provided 
distribution neither 	distribution neither 
name redis 	name redis 
names contributors 	names contributors 
may 	may 
used endorse 	used endorse 
promote products 	promote products 
derived software 	derived software 
without specific 	without specific 
prior written 	prior written 
permission 	permission 
software provided 	software provided 
copyright holders 	copyright holders 
contributors express 	contributors express 
implied warranties 	implied warranties 
including limited 	including limited 
implied 	implied 
warranties merchantability 	warranties merchantability 
fitness particular 	fitness particular 
purpose disclaimed 	purpose disclaimed 
shall copyright 	shall copyright 
owner contributors 	owner contributors 
liable 	liable 
direct indirect 	direct indirect 
incidental special 	incidental special 
exemplary consequential 	exemplary consequential 
damages including 	damages including 
limited procurement 	limited procurement 
substitute 	substitute 
goods services 	goods services 
loss use 	loss use 
data profits 	data profits 
business interruption 	business interruption 
however caused 	however caused 
theory 	theory 
liability whether 	liability whether 
contract strict 	contract strict 
liability tort 	liability tort 
including negligence 	including negligence 
otherwise arising 	otherwise arising 
way 	way 
use software 	use software 
even advised 	even advised 
possibility damage 	possibility damage 
nothing attached 	nothing attached 
something already 	something already 
attached 	attached 
create container 	create container 
context events 	context events 
functions start 	functions start 
stop listening 	stop listening 
events simple 	events simple 
driven 	driven 
programming library 	programming library 
originally wrote 	originally wrote 
code jim 	code jim 
loop jim 	loop jim 
tcl interpreter 	tcl interpreter 
later 	later 
translated form 	translated form 
library easy 	library easy 
reuse copyright 	reuse copyright 
salvatore sanfilippo 	salvatore sanfilippo 
antirez gmail 	antirez gmail 
dot 	dot 
rights reserved 	rights reserved 
redistribution use 	redistribution use 
source binary 	source binary 
forms without 	forms without 
modification permitted 	modification permitted 
provided 	provided 
following conditions 	following conditions 
met redistributions 	met redistributions 
source code 	source code 
must retain 	must retain 
copyright notice 	copyright notice 
list 	list 
conditions following 	conditions following 
disclaimer redistributions 	disclaimer redistributions 
binary form 	binary form 
must reproduce 	must reproduce 
copyright notice 	copyright notice 
list 	list 
conditions following 	conditions following 
disclaimer documentation 	disclaimer documentation 
materials provided 	materials provided 
distribution neither 	distribution neither 
name redis 	name redis 
names 	names 
contributors may 	contributors may 
used endorse 	used endorse 
promote products 	promote products 
derived software 	derived software 
without specific 	without specific 
prior 	prior 
written permission 	written permission 
software provided 	software provided 
copyright holders 	copyright holders 
contributors express 	contributors express 
implied warranties 	implied warranties 
including 	including 
limited implied 	limited implied 
warranties merchantability 	warranties merchantability 
fitness particular 	fitness particular 
purpose disclaimed 	purpose disclaimed 
shall copyright 	shall copyright 
owner 	owner 
contributors liable 	contributors liable 
direct indirect 	direct indirect 
incidental special 	incidental special 
exemplary consequential 	exemplary consequential 
damages including 	damages including 
limited 	limited 
procurement substitute 	procurement substitute 
goods services 	goods services 
loss use 	loss use 
data profits 	data profits 
business interruption 	business interruption 
however 	however 
caused theory 	caused theory 
liability whether 	liability whether 
contract strict 	contract strict 
liability tort 	liability tort 
including negligence 	including negligence 
otherwise 	otherwise 
arising way 	arising way 
use software 	use software 
even advised 	even advised 
possibility damage 	possibility damage 
macros types 	macros types 
data 	data 
structures file 	structures file 
structure one 	structure one 
readable writable 	readable writable 
time structure 	time structure 
time seconds 	time seconds 
milliseconds 	milliseconds 
fired state 	fired state 
program highest 	program highest 
file descriptor 	file descriptor 
currently registered 	currently registered 
max number 	max number 
file 	file 
descriptors tracked 	descriptors tracked 
used detect 	used detect 
system clock 	system clock 
skew registered 	skew registered 
events fired 	events fired 
events 	events 
used polling 	used polling 
api specific 	api specific 
data prototypes 	data prototypes 
ae.h privdata 	ae.h privdata 
mask privdata 	mask privdata 
mask 	mask 
privdata loop 	privdata loop 
privdata loop 	privdata loop 
privdata loop 	privdata loop 
privdata loop 	privdata loop 
privdata loop 	privdata loop 
redis 	redis 
handle read 	handle read 
redis handle 	redis handle 
write create 	write create 
file file 	file file 
create file 	create file 
file 	file 
redis del 	redis del 
read redis 	read redis 
del write 	del write 
free malloc 	free malloc 
copyright pieter 	copyright pieter 
noordhuis 	noordhuis 
pcnoordhuis gmail 	pcnoordhuis gmail 
dot rights 	dot rights 
reserved redistribution 	reserved redistribution 
use source 	use source 
binary forms 	binary forms 
without 	without 
modification permitted 	modification permitted 
provided following 	provided following 
conditions met 	conditions met 
redistributions source 	redistributions source 
code must 	code must 
retain 	retain 
copyright notice 	copyright notice 
list conditions 	list conditions 
following disclaimer 	following disclaimer 
redistributions binary 	redistributions binary 
form must 	form must 
reproduce 	reproduce 
copyright notice 	copyright notice 
list conditions 	list conditions 
following disclaimer 	following disclaimer 
documentation materials 	documentation materials 
provided distribution 	provided distribution 
neither 	neither 
name redis 	name redis 
names contributors 	names contributors 
may used 	may used 
endorse promote 	endorse promote 
products derived 	products derived 
software 	software 
without specific 	without specific 
prior written 	prior written 
permission software 	permission software 
provided copyright 	provided copyright 
holders contributors 	holders contributors 
express 	express 
implied warranties 	implied warranties 
including limited 	including limited 
implied warranties 	implied warranties 
merchantability fitness 	merchantability fitness 
particular purpose 	particular purpose 
disclaimed 	disclaimed 
shall copyright 	shall copyright 
owner contributors 	owner contributors 
liable direct 	liable direct 
indirect incidental 	indirect incidental 
special exemplary 	special exemplary 
consequential 	consequential 
damages including 	damages including 
limited procurement 	limited procurement 
substitute goods 	substitute goods 
services loss 	services loss 
use data 	use data 
profits 	profits 
business interruption 	business interruption 
however caused 	however caused 
theory liability 	theory liability 
whether contract 	whether contract 
strict liability 	strict liability 
tort 	tort 
including negligence 	including negligence 
otherwise arising 	otherwise arising 
way use 	way use 
software even 	software even 
advised possibility 	advised possibility 
damage 	damage 
nothing attached 	nothing attached 
something already 	something already 
attached create 	attached create 
container context 	container context 
events functions 	events functions 
start 	start 
stop listening 	stop listening 
events simple 	events simple 
driven programming 	driven programming 
library originally 	library originally 
wrote code 	wrote code 
jim 	jim 
loop jim 	loop jim 
tcl interpreter 	tcl interpreter 
later translated 	later translated 
form library 	form library 
easy reuse 	easy reuse 
copyright 	copyright 
salvatore sanfilippo 	salvatore sanfilippo 
antirez gmail 	antirez gmail 
dot rights 	dot rights 
reserved redistribution 	reserved redistribution 
use source 	use source 
binary 	binary 
forms without 	forms without 
modification permitted 	modification permitted 
provided following 	provided following 
conditions met 	conditions met 
redistributions source 	redistributions source 
code 	code 
must retain 	must retain 
copyright notice 	copyright notice 
list conditions 	list conditions 
following disclaimer 	following disclaimer 
redistributions binary 	redistributions binary 
form 	form 
must reproduce 	must reproduce 
copyright notice 	copyright notice 
list conditions 	list conditions 
following disclaimer 	following disclaimer 
documentation materials 	documentation materials 
provided 	provided 
distribution neither 	distribution neither 
name redis 	name redis 
names contributors 	names contributors 
may used 	may used 
endorse promote 	endorse promote 
products 	products 
derived software 	derived software 
without specific 	without specific 
prior written 	prior written 
permission software 	permission software 
provided copyright 	provided copyright 
holders 	holders 
contributors express 	contributors express 
implied warranties 	implied warranties 
including limited 	including limited 
implied warranties 	implied warranties 
merchantability fitness 	merchantability fitness 
particular 	particular 
purpose disclaimed 	purpose disclaimed 
shall copyright 	shall copyright 
owner contributors 	owner contributors 
liable direct 	liable direct 
indirect incidental 	indirect incidental 
special 	special 
exemplary consequential 	exemplary consequential 
damages including 	damages including 
limited procurement 	limited procurement 
substitute goods 	substitute goods 
services loss 	services loss 
use 	use 
data profits 	data profits 
business interruption 	business interruption 
however caused 	however caused 
theory liability 	theory liability 
whether contract 	whether contract 
strict 	strict 
liability tort 	liability tort 
including negligence 	including negligence 
otherwise arising 	otherwise arising 
way use 	way use 
software even 	software even 
advised 	advised 
possibility damage 	possibility damage 
macros types 	macros types 
data structures 	data structures 
file structure 	file structure 
one readable 	one readable 
writable 	writable 
time structure 	time structure 
time seconds 	time seconds 
milliseconds fired 	milliseconds fired 
state program 	state program 
highest file 	highest file 
descriptor 	descriptor 
currently registered 	currently registered 
max number 	max number 
file descriptors 	file descriptors 
tracked used 	tracked used 
detect system 	detect system 
clock 	clock 
skew registered 	skew registered 
events fired 	events fired 
events used 	events used 
polling api 	polling api 
specific data 	specific data 
prototypes 	prototypes 
setsize loop 	setsize loop 
loop loop 	loop loop 
mask proc 	mask proc 
client data 	client data 
loop mask 	loop mask 
loop 	loop 
loop milliseconds 	loop milliseconds 
proc client 	proc client 
data finalizer 	data finalizer 
proc loop 	proc loop 
loop flags 	loop flags 
mask 	mask 
milliseconds loop 	milliseconds loop 
loop beforesleep 	loop beforesleep 
loop loop 	loop loop 
setsize copyright 	setsize copyright 
